target,target_name,full_text,summary_66,summary_33
5,comp.windows.x,". The OpenLook window manager source is available on the MIT contrib tapes. or from export.lcs.mit.edu .I would suggest building this too, rather than. using the version from OpenWindows. It is olwm v3.. Regards,","The OpenLook window manager source is available on the MIT contrib tapes. or from export.lcs.mit.edu .I would suggest building this too, rather than. Regards,",The OpenLook window manager source is available on the MIT contrib tapes.
6,misc.forsale,Downtown FURNISHED Summer Sublet. May 15 thru Aug 15. Great location at:. 215 N. Frances St.. & Johnson St. (Across Witte). Near Nitty Gritty & Near Howard Johnson. Near State Street & Near South East Dorms. Near University Square & Near SERF. Two bedroom. Your own spacious room. (the larger!). Laundry available. Parking available. Bathroom. Kitchen. Large Closet. Dual Desks. Just pay for electricity (~$7/month). Asking $500 for whole summer!. Send inquiries to:. Howard. 608-255-6379. moy@cae.wisc.edu.,May 15 thru Aug 15. Great location at:. Near Nitty Gritty & Near Howard Johnson. Near State Street & Near South East Dorms. Near University Square & Near SERF. Two bedroom. Your own spacious room. (the larger!). Laundry available. Parking available. Large Closet. Dual Desks. Asking $500 for whole summer!.,Near Nitty Gritty & Near Howard Johnson. Near State Street & Near South East Dorms. Near University Square & Near SERF. Laundry available. Parking available. Asking $500 for whole summer!.
7,rec.autos,". Well people fortunatly or unfortunatly ,. only the US is experiencing the devaluation of human life (among . developed nations).. I am an American but I was raised in Europe, where the worst thing that . can happen to somebody is get his car broken into, or have his pocket. picked by Slaves or Russian refugees.. Of cource there will be some nutcases, but thats extremely rare.. I.e. in Greece you can walk through any neighborhood at any time during. the night without even worrying.. In Germany , you can walk the sidewalks at 4.00 am and not even look . behind your back, at the sanitation crews that clean the streets to a . sparkling cleen.. Whoever of you have been there you know what I am saying.. I dont have any easy answers but if we as a nation do some selfcritisism. we might get somewhere.. Of course these postings sould be in soc.culture.US but if we reduce. crime here it 'll mean less car insurance rates ,thus we could spend. more money on modifing our cars. (Now my posting is rec.autos.tech . revelant).. Vlasis Theodore. ___________________. Software Engineer. IDB Mobile Communications.","only the US is experiencing the devaluation of human life (among . developed nations).. I am an American but I was raised in Europe, where the worst thing that . can happen to somebody is get his car broken into, or have his pocket. picked by Slaves or Russian refugees.. Of cource there will be some nutcases, but thats extremely rare.. I.e. in Greece you can walk through any neighborhood at any time during. In Germany , you can walk the sidewalks at 4.00 am and not even look . behind your back, at the sanitation crews that clean the streets to a . sparkling cleen.. Whoever of you have been there you know what I am saying.. I dont have any easy answers but if we as a nation do some selfcritisism. we might get somewhere.. Of course these postings sould be in soc.culture.US but if we reduce. more money on modifing our cars. Software Engineer. IDB Mobile Communications.","only the US is experiencing the devaluation of human life (among . I am an American but I was raised in Europe, where the worst thing that . can happen to somebody is get his car broken into, or have his pocket. picked by Slaves or Russian refugees.. Of cource there will be some nutcases, but thats extremely rare.. I.e. in Greece you can walk through any neighborhood at any time during. In Germany , you can walk the sidewalks at 4.00 am and not even look . we might get somewhere.. Of course these postings sould be in soc.culture.US but if we reduce."
5,comp.windows.x,"newly. the pixel . is . You could set up a bitmap with a mask in it. Clear the. bitmap, draw the rectangle to be deleted with GXor. Draw the one. that is to stay with GXclear. Then GXxor the entire pixmap with. the screen. . Note that this is a pretty effective way of animation, if you ever. need to do that (replace the GXclear with a GXxor).. ----------. Joe Hildebrand. hildjj@fuentez.com. Software Engineer. Fuentez Systems Concepts. (703)273-1447","newly. You could set up a bitmap with a mask in it. bitmap, draw the rectangle to be deleted with GXor. that is to stay with GXclear. Then GXxor the entire pixmap with. Note that this is a pretty effective way of animation, if you ever. need to do that (replace the GXclear with a GXxor).. ----------. Joe Hildebrand. hildjj@fuentez.com. Software Engineer. Fuentez Systems Concepts.","You could set up a bitmap with a mask in it. bitmap, draw the rectangle to be deleted with GXor. that is to stay with GXclear. Then GXxor the entire pixmap with. need to do that (replace the GXclear with a GXxor).. ----------."
16,talk.politics.guns,". Actually all the liberals I've seen have deplored the burning of . children. I would far preferred that the Davidians had not set the . fire that burned themselves and their children to death, but I don't . believe that the responsibility for the fire (or the almost complete . absense of attempts to escape the blaze) can be placed at the door of . the Federal authorities.. Not so. My wife got me a convenient plastic ""drip pan"" for Christmas.... Yeah, those Nazis. You know how we liberals just love those Nazis.. Yeah, as information trickles in... funny how that works....","Actually all the liberals I've seen have deplored the burning of . I would far preferred that the Davidians had not set the . fire that burned themselves and their children to death, but I don't . believe that the responsibility for the fire (or the almost complete . absense of attempts to escape the blaze) can be placed at the door of . You know how we liberals just love those Nazis.. Yeah, as information trickles in... funny how that works....",I would far preferred that the Davidians had not set the . believe that the responsibility for the fire (or the almost complete . absense of attempts to escape the blaze) can be placed at the door of .
13,sci.med,: Could somebody explain to me what a centrifuge is and what it is. : used for? I vaguely remembre it being something that spins test tubes. : around really fast but I cant remember why youd want to do that?. Purely recreational. They get bored sitting in that. rack all the time..,: Could somebody explain to me what a centrifuge is and what it is. I vaguely remembre it being something that spins test tubes. : around really fast but I cant remember why youd want to do that?. rack all the time..,: Could somebody explain to me what a centrifuge is and what it is. : around really fast but I cant remember why youd want to do that?.
5,comp.windows.x,". There is a widget already defined for GL. It is the GlxMDraw (motif) or. GlxDraw (athena) widget. It is similar to a XmDrawingArea, except that it. allows you to use GL calls to render into the window. Look at glxlink,. glxunlink, glxgetconfig, and glxwinset in the man pages.. The GlxMDraw widget works pretty well. OpenGL will be an improvement.. I think GL is a little easier to use and a little more powerful, but. that's just an opinion. Mileage may vary..","There is a widget already defined for GL. It is the GlxMDraw (motif) or. It is similar to a XmDrawingArea, except that it. allows you to use GL calls to render into the window. Look at glxlink,. The GlxMDraw widget works pretty well. I think GL is a little easier to use and a little more powerful, but. Mileage may vary..","There is a widget already defined for GL. It is similar to a XmDrawingArea, except that it. allows you to use GL calls to render into the window. I think GL is a little easier to use and a little more powerful, but."
6,misc.forsale,. It really doesn't strike me as very funny. It is rather indicative of what. a crisis their economy is in. I imagine they are in desparate need of. markets to sustain industries and people which are nolonger under central. control of the government.. --. Jim Rosenkranz rosen@kranz.enet.dec.com,It really doesn't strike me as very funny. It is rather indicative of what. I imagine they are in desparate need of. markets to sustain industries and people which are nolonger under central. Jim Rosenkranz rosen@kranz.enet.dec.com,It is rather indicative of what. I imagine they are in desparate need of.
19,talk.religion.misc,". Be warned, it is not my job to convert you. That is the job of. the Holy Spirit. And I, frankly, make a lousy one. I am only. here to testify. Your conversion is between you and God. I am. ""out of the loop"". If you decide to follow Jesus, of which I. indeed would be estatic, then all the glory be to God..","Be warned, it is not my job to convert you. That is the job of. And I, frankly, make a lousy one. I am only. Your conversion is between you and God. I am. If you decide to follow Jesus, of which I. indeed would be estatic, then all the glory be to God..","Be warned, it is not my job to convert you. That is the job of. If you decide to follow Jesus, of which I. indeed would be estatic, then all the glory be to God.."
4,comp.sys.mac.hardware,". There's absolutely no reason why differences in the DRAM access time . _alone_ would cause an incompatibility. There would have to be another . difference between the SIMMs for there to be a problem. I've often used . memory of different speeds with no problems whatsoever. As long as it's. as fast (or faster) than the minimum requirement you should be fine.. Just out of curiosity, did you actually try this and see a problem, or . were you told it wouldn't work and so never tried it? Also out of . curiosity, do you know exactly who in Cupertino you dealer talked to (as . I'd like to find out what they're basing this recommendation on).","There's absolutely no reason why differences in the DRAM access time . There would have to be another . difference between the SIMMs for there to be a problem. As long as it's. as fast (or faster) than the minimum requirement you should be fine.. Just out of curiosity, did you actually try this and see a problem, or . were you told it wouldn't work and so never tried it? curiosity, do you know exactly who in Cupertino you dealer talked to (as . I'd like to find out what they're basing this recommendation on).","as fast (or faster) than the minimum requirement you should be fine.. Just out of curiosity, did you actually try this and see a problem, or . were you told it wouldn't work and so never tried it? curiosity, do you know exactly who in Cupertino you dealer talked to (as . I'd like to find out what they're basing this recommendation on)."
7,rec.autos,". just to satiate my curiosity, why would this make you the stupid one? It seems. to me, everybody SHOULD be aware enough of what is going on. You do not need. to calculate the future position. You need to look at your mirrors a little. more. If you glance around, you will be able to tell how much faster than you. the car is going. Maybe not precisely, but well enough to know if you should. let him around before you try to pass. I know what you are talking about,. about the other driver being startled, because i myself have been startled. by drivers cruising by at around 90-100mph when i'm doin 55-65. The problem,. though, as i saw it, was not their fault for barreling around me, but my fault. for not paying the attention to my task-at-hand that i should have been.. Oddly enough, since the 2nd time(happened 2x in around 4 mo. when i'd had my. liscence for around 6 mo), i haven't been startled..and i've been passed by. cars doing roughly twice the speed of my car. Another odd occurance is the. fact that this only seems to happen on LONG trips...and if i drive along with. them, it doesn't happen at all :-) even on the long trips! :-) (adrenaline. will do that to you...i've had bad cop experiences with speeding, so anything. over the limit is adrenalizing for me...scared i'll get caught :-) Maybe. they should raise the limit, so we can pay better attention...... just curious, and my .otwo","just to satiate my curiosity, why would this make you the stupid one? to me, everybody SHOULD be aware enough of what is going on. to calculate the future position. more. If you glance around, you will be able to tell how much faster than you. Maybe not precisely, but well enough to know if you should. let him around before you try to pass. about the other driver being startled, because i myself have been startled. by drivers cruising by at around 90-100mph when i'm doin 55-65. though, as i saw it, was not their fault for barreling around me, but my fault. for not paying the attention to my task-at-hand that i should have been.. Oddly enough, since the 2nd time(happened 2x in around 4 mo. liscence for around 6 mo), i haven't been startled..and i've been passed by. fact that this only seems to happen on LONG trips...and if i drive along with. them, it doesn't happen at all :-) even on the long trips! :-) (adrenaline. will do that to you...i've had bad cop experiences with speeding, so anything. over the limit is adrenalizing for me...scared i'll get caught :-) Maybe. they should raise the limit, so we can pay better attention...... just curious, and my .otwo","just to satiate my curiosity, why would this make you the stupid one? If you glance around, you will be able to tell how much faster than you. about the other driver being startled, because i myself have been startled. though, as i saw it, was not their fault for barreling around me, but my fault. for not paying the attention to my task-at-hand that i should have been.. Oddly enough, since the 2nd time(happened 2x in around 4 mo. liscence for around 6 mo), i haven't been startled..and i've been passed by. fact that this only seems to happen on LONG trips...and if i drive along with. will do that to you...i've had bad cop experiences with speeding, so anything. over the limit is adrenalizing for me...scared i'll get caught :-) Maybe."
2,comp.os.ms-windows.misc,"For Sale:. Brand new, shrinkwrapped. HARVARD GRAPHICS FOR WINDOWS. List Price: $500. Cheapest pince in Computer Shopper (mail order): $315. My Price: $250. This is really a slick package, but I won it in a bike race so I. can't return it for credit. My dilemma is your fire sale..","For Sale:. Brand new, shrinkwrapped. My Price: $250. This is really a slick package, but I won it in a bike race so I. can't return it for credit. My dilemma is your fire sale..","My Price: $250. This is really a slick package, but I won it in a bike race so I. can't return it for credit."
15,soc.religion.christian,". The existence of repeated earth lives and destiny (karma) does not. mean that everything that happens is predetermined by past deeds.. There is an oriental view of it that tends in that direction, but I. did not subscribe to that view. God may choose one individual over. another as the fit instrument for his plans, but that does not. preclude that the development of that individual into what he is in. this earthly life is not the result of a longer course of development.. I do not, and Rudolf Steiner did not, subscribe to the oriental view. of an inexorable, mechanistic karma determining everything that. befalls one. This is a kind of shriveled caricature of a much greater. law in the context of which the deed of Christ on Golgotha and the. ultimate salvation and freedom of the human being as a working of. Christ can be seen as the master theme and, indeed, a new impulse that. was completely free of karma. Christ incarnated only once in the. flesh, and in that he had no debt of karma or sin. The oriental. concepts of reincarnation and karma, which are even more trivialized. and mechanized in some new age teachings, incorrectly assume Jesus. Christ to have been the reincarnation of a master. avatar, etc.. Their teaching of reincarnation and karma also has no concept the. continuing individuality from one life to the next (e.g. Buddhism).. More important, they have no concept of the resurrection of the body,. the ultimate continuity of the whole human being -- to ultimate. resurrection and judgement on the Last Day.. There is another biblical passage that also has a bearing. It is the. tenth chapter of John, devoted almost entirely to the man born blind.. Clearly here, Jesus tells the disciples that it was not his past karma. or that of his parents that led to his blindness, but rather that a. new impulse is to be revealed through him. But note that he does not. refute the disciples' question. In fact, they ask it as a matter of. course, the question being stated as if it were self evident that only. one of two possibilities existed - it was either the sins of the man. himself, obviously not in this incarnation, or the sins of his. parents. The fact that they even asked about the first possibility at. all indicates an awareness of the idea on their part and the form of. Christ's answer indicates that he did not disagree with it.. There is also Matthew 11:14, where Jesus says straight out about John. the Baptist,. ""If you care to accept it, he himself is Elias, who was to come."". This also emphasizes that the Gospels do not have a positive teaching. either way about reincarnation -- or, in fact, about what happens to. the human being at all between death and the Last Day. Even Jesus did. not push this teaching on people who were not ready to embrace it (""If. you care to accept it""). So I took care to point out, not that the. Bible teaches reincarnation but that it does not deny it either, and. that much in both scripture and fundamental Christian doctrine becomes. understandable if reincarnation is understood in the right way. I. pointedly used ""repeated earth lives"" to distinguish a little from the. oriental doctrines usually associated with the word ""reincarnation"".. The phrase is Rudolf Steiner's (wiederholte Erdenleben). He noted too. that the idea needed to arise as a new insight in the west, completely. free from eastern tradition. It did in the eighteenth and nineteenth. centuries, the most important expression of it being Lessing's ""The. Education of the Human Race"".. To return to your original point, Paul's statement about Jacob and. Esau does not contradict the idea of repeated earth lives and karma.. And both of these principles receive their fulfillment in the. incarnation, death, and resurrection, ascension and return of Jesus. Christ, in my view.","The existence of repeated earth lives and destiny (karma) does not. There is an oriental view of it that tends in that direction, but I. did not subscribe to that view. another as the fit instrument for his plans, but that does not. preclude that the development of that individual into what he is in. this earthly life is not the result of a longer course of development.. I do not, and Rudolf Steiner did not, subscribe to the oriental view. This is a kind of shriveled caricature of a much greater. law in the context of which the deed of Christ on Golgotha and the. ultimate salvation and freedom of the human being as a working of. Christ can be seen as the master theme and, indeed, a new impulse that. Christ incarnated only once in the. flesh, and in that he had no debt of karma or sin. The oriental. Christ to have been the reincarnation of a master. avatar, etc.. Their teaching of reincarnation and karma also has no concept the. continuing individuality from one life to the next (e.g. Buddhism).. More important, they have no concept of the resurrection of the body,. the ultimate continuity of the whole human being -- to ultimate. resurrection and judgement on the Last Day.. It is the. tenth chapter of John, devoted almost entirely to the man born blind.. Clearly here, Jesus tells the disciples that it was not his past karma. or that of his parents that led to his blindness, but rather that a. new impulse is to be revealed through him. In fact, they ask it as a matter of. course, the question being stated as if it were self evident that only. one of two possibilities existed - it was either the sins of the man. himself, obviously not in this incarnation, or the sins of his. The fact that they even asked about the first possibility at. all indicates an awareness of the idea on their part and the form of. Christ's answer indicates that he did not disagree with it.. ""If you care to accept it, he himself is Elias, who was to come."". This also emphasizes that the Gospels do not have a positive teaching. the human being at all between death and the Last Day. not push this teaching on people who were not ready to embrace it (""If. So I took care to point out, not that the. Bible teaches reincarnation but that it does not deny it either, and. understandable if reincarnation is understood in the right way. I. pointedly used ""repeated earth lives"" to distinguish a little from the. that the idea needed to arise as a new insight in the west, completely. It did in the eighteenth and nineteenth. centuries, the most important expression of it being Lessing's ""The. Education of the Human Race"".. To return to your original point, Paul's statement about Jacob and. Esau does not contradict the idea of repeated earth lives and karma.. And both of these principles receive their fulfillment in the. incarnation, death, and resurrection, ascension and return of Jesus.","The existence of repeated earth lives and destiny (karma) does not. There is an oriental view of it that tends in that direction, but I. did not subscribe to that view. preclude that the development of that individual into what he is in. this earthly life is not the result of a longer course of development.. I do not, and Rudolf Steiner did not, subscribe to the oriental view. law in the context of which the deed of Christ on Golgotha and the. ultimate salvation and freedom of the human being as a working of. Christ to have been the reincarnation of a master. continuing individuality from one life to the next (e.g. Buddhism).. More important, they have no concept of the resurrection of the body,. the ultimate continuity of the whole human being -- to ultimate. tenth chapter of John, devoted almost entirely to the man born blind.. Clearly here, Jesus tells the disciples that it was not his past karma. or that of his parents that led to his blindness, but rather that a. new impulse is to be revealed through him. one of two possibilities existed - it was either the sins of the man. himself, obviously not in this incarnation, or the sins of his. The fact that they even asked about the first possibility at. all indicates an awareness of the idea on their part and the form of. the human being at all between death and the Last Day. that the idea needed to arise as a new insight in the west, completely. centuries, the most important expression of it being Lessing's ""The. Education of the Human Race"".. To return to your original point, Paul's statement about Jacob and. Esau does not contradict the idea of repeated earth lives and karma.. And both of these principles receive their fulfillment in the."
13,sci.med,"I'd dump him. Rude is rude and it seems he enjoys belittling and. humiliating you. But don't just dump him, write to him and tell. him why you are firing him. If you can, think about sending a copy. of your letter to whoever is in charge of the clinic where he works, . if applicable, or maybe even to the AMA. Don't be vindictive in. your letter, be truthful but VERY firm.. But don't be a victim and just put up with it. Take control! It'll. make you feel great!. Nancy M.","Rude is rude and it seems he enjoys belittling and. humiliating you. But don't just dump him, write to him and tell. him why you are firing him. If you can, think about sending a copy. of your letter to whoever is in charge of the clinic where he works, . But don't be a victim and just put up with it. Take control! Nancy M.","Rude is rude and it seems he enjoys belittling and. But don't just dump him, write to him and tell. him why you are firing him. But don't be a victim and just put up with it."
7,rec.autos,"Thanks to everyone who responded to my Honda Accord break question.. It does seem that the master cylinder is bad. I will have my. mechanic double check and be sure it isn't something simpler. and cheaper first, but from your responses it sounds like it. is very likely to be the master cylinder.. Thanks everyone!!","Thanks to everyone who responded to my Honda Accord break question.. It does seem that the master cylinder is bad. mechanic double check and be sure it isn't something simpler. and cheaper first, but from your responses it sounds like it. is very likely to be the master cylinder..",Thanks to everyone who responded to my Honda Accord break question.. is very likely to be the master cylinder..
15,soc.religion.christian,"Greetings and Salutations!. I would like to get in touch with people who. (a) consider themselves Christians (you define it), and. (b) are in the Martial Arts. Some topics for discussion:. - your particular martial art. - your view of the relationship between. Christianity and your art. - your view of the relationship between. *your* Christianity and your art. - why should a Christian participate in MA. - why shouldn't a Christian participate in MA. - Biblical views of MA; pro or con.. For example, I heard from one fellow:. ""...I tried the Karate for Christ thing and it wasn't for me..."". - why or why not?. As an aside, I am involved (in *NO* official way) with an. organization called the Christian Black Belt Association and. I would also like to distribute info regarding upcoming events. to *those who are interested*. No, you won't be put on any. ""mailing list"" nor will your name be ""sold"".. However, if you ARE intested in an email list, let me know.. I am interested in email replies ONLY as this is cross-posted . to groups I don't normally read. If anyone wants a summary. or, of course, on-going discussion, then let me know.. Shalom,. Robert Switzer. ka2czu@cbnewsh.att.com","I would like to get in touch with people who. (a) consider themselves Christians (you define it), and. (b) are in the Martial Arts. - your view of the relationship between. Christianity and your art. - your view of the relationship between. *your* Christianity and your art. - why should a Christian participate in MA. - why shouldn't a Christian participate in MA. - Biblical views of MA; pro or con.. For example, I heard from one fellow:. ""...I tried the Karate for Christ thing and it wasn't for me..."". As an aside, I am involved (in *NO* official way) with an. organization called the Christian Black Belt Association and. I would also like to distribute info regarding upcoming events. However, if you ARE intested in an email list, let me know.. I am interested in email replies ONLY as this is cross-posted . to groups I don't normally read. Robert Switzer.","I would like to get in touch with people who. Christianity and your art. *your* Christianity and your art. - why should a Christian participate in MA. - why shouldn't a Christian participate in MA. - Biblical views of MA; pro or con.. For example, I heard from one fellow:. ""...I tried the Karate for Christ thing and it wasn't for me..."". As an aside, I am involved (in *NO* official way) with an. However, if you ARE intested in an email list, let me know.."
13,sci.med,"Can anyone provide information on CS chemical agent--the tear gas used recently. in WACO. Just what is it chemically, and what are its effects on the body?. dsc@gemini.gsfc.nasa.gov . | Regards, | Hughes STX | Code 926.9 GSFC |. | Doug Caprette | Lanham, Maryland | Greenbelt, MD 20771 |","Just what is it chemically, and what are its effects on the body?. | Regards, | Hughes STX | Code 926.9 GSFC |. | Doug Caprette | Lanham, Maryland | Greenbelt, MD 20771 |","Just what is it chemically, and what are its effects on the body?."
18,talk.politics.misc,". You think that you all have it bad....here at good ol' Southwest Missouri. State U., we have 2 parties running for student body president. There's the. token sorority/fraternity faces, and then there's the president and vice. president of NORML. They campaigned by handing out condoms and listing. their qualifications as,""I listen really well."" It makes me sick to have. a party established on many of the things that are ruining this country like. they are. I think I'll run next year.:(","You think that you all have it bad....here at good ol' Southwest Missouri. State U., we have 2 parties running for student body president. token sorority/fraternity faces, and then there's the president and vice. They campaigned by handing out condoms and listing. their qualifications as,""I listen really well."" It makes me sick to have. a party established on many of the things that are ruining this country like. I think I'll run next year.","You think that you all have it bad....here at good ol' Southwest Missouri. token sorority/fraternity faces, and then there's the president and vice. a party established on many of the things that are ruining this country like. I think I'll run next year."
18,talk.politics.misc,". So there are less gays, then the gays claim.. Dream on. Abortion and African-American Civil rights rallies don't even bring. in half of that.. I was wondering why I wasn't getting laid.. If it's more, then who cares?. Actually, I bet you more gay/bi men are as not as promiscuous as gay men, . because more of them could have the ""option"" of living a straight life, and . with social pressures, probably would at least try.. Did you know that is is a fact that homosexuality was comparatively high in . Hitler's storm troopers (SA) before he came to power. I wonder if they got to . put the triangles on themselves......","So there are less gays, then the gays claim.. Dream on. I was wondering why I wasn't getting laid.. Actually, I bet you more gay/bi men are as not as promiscuous as gay men, . because more of them could have the ""option"" of living a straight life, and . with social pressures, probably would at least try.. Did you know that is is a fact that homosexuality was comparatively high in . Hitler's storm troopers (SA) before he came to power. I wonder if they got to .","Actually, I bet you more gay/bi men are as not as promiscuous as gay men, . because more of them could have the ""option"" of living a straight life, and . with social pressures, probably would at least try.. Did you know that is is a fact that homosexuality was comparatively high in ."
19,talk.religion.misc,". Brian K., guess what? You missed the point. On a scale from cold to. hot, you are at 0 degrees Kelvin.. Then as you understand it, what is it?. Yes. I agree with that. But what does that have to do with Jesus?. Punishment you say? Jesus did not regard his death as punishment. . Good. I wouldn't either--not the way you understand it. . Ask Jesus himself. He himself said why in John 12:23-32. It. isn't a mystery to anyone and there certainly is no need for. a persuasive argument. Read Jesus's own reply to your. question.. Jesus gives more reasons in John 16:7. But one obvious reason. why Jesus died, (and as with everything else, it has nothing do with. his punishment) was that he could rise to life again--so that. we would ""stop doubting and believe"" (John 21:27). The fact. that Jesus rose from the dead is my hope that I too will rise. from the dead. It is an obvious point. Do not overlook it.. Without this obvious point, I would have no hope. and my faith would be vanity.. Why did Jesus suffer in his death? Again, ask Jesus. Jesus. says why in John 15:18-25. That's no mystery either. ""The. world hates him without reason."" It is a direct proclamation. of how far we humans botch things up and thus, how much we. need a Saviour.","You missed the point. On a scale from cold to. hot, you are at 0 degrees Kelvin.. Then as you understand it, what is it?. Yes. But what does that have to do with Jesus?. Jesus did not regard his death as punishment. Good. I wouldn't either--not the way you understand it. Ask Jesus himself. He himself said why in John 12:23-32. isn't a mystery to anyone and there certainly is no need for. Read Jesus's own reply to your. question.. Jesus gives more reasons in John 16:7. why Jesus died, (and as with everything else, it has nothing do with. his punishment) was that he could rise to life again--so that. we would ""stop doubting and believe"" (John 21:27). that Jesus rose from the dead is my hope that I too will rise. from the dead. It is an obvious point. Do not overlook it.. Without this obvious point, I would have no hope. and my faith would be vanity.. Why did Jesus suffer in his death? Again, ask Jesus. Jesus. ""The. It is a direct proclamation. of how far we humans botch things up and thus, how much we.","hot, you are at 0 degrees Kelvin.. Then as you understand it, what is it?. But what does that have to do with Jesus?. Jesus did not regard his death as punishment. I wouldn't either--not the way you understand it. isn't a mystery to anyone and there certainly is no need for. question.. Jesus gives more reasons in John 16:7. why Jesus died, (and as with everything else, it has nothing do with. his punishment) was that he could rise to life again--so that. that Jesus rose from the dead is my hope that I too will rise. It is an obvious point. Without this obvious point, I would have no hope. and my faith would be vanity.. Why did Jesus suffer in his death? It is a direct proclamation."
